case_id,activity_name,resource,start_timestamp,end_timestamp
Case80,Lapping,ID0998,2012-03-29 22:32:00+00:00,2012-03-29 22:51:00+00:00
Case174,Round Grinding,ID4872,2012-03-29 22:36:00+00:00,2012-03-29 23:46:00+00:00
Case125,Turning & Milling,ID4167,2012-03-29 23:43:00+00:00,2012-03-29 23:58:00+00:00
Case65,Turning & Milling,ID3846,2012-03-30 00:43:00+00:00,2012-03-30 07:41:00+00:00
Case125,Turning & Milling,ID4429,2012-03-30 00:45:00+00:00,2012-03-30 01:29:00+00:00
Case135,Turning & Milling,ID4429,2012-03-30 00:47:00+00:00,2012-03-30 07:28:00+00:00
Case134,Turning & Milling,ID4932,2012-03-30 01:49:00+00:00,2012-03-30 03:49:00+00:00
Case174,Lapping,ID4528,2012-03-30 01:53:00+00:00,2012-03-30 05:36:00+00:00
Case136,Turning & Milling,ID4794,2012-03-30 03:15:00+00:00,2012-03-30 07:34:00+00:00
Case80,Round Grinding,ID4385,2012-03-30 03:26:00+00:00,2012-03-30 05:09:00+00:00
Case134,Turning & Milling,ID4932,2012-03-30 03:50:00+00:00,2012-03-30 08:00:00+00:00
Case36,Round Grinding,ID4385,2012-03-30 05:09:00+00:00,2012-03-30 07:54:00+00:00
Case140,Grinding Rework,ID4528,2012-03-30 05:36:00+00:00,2012-03-30 06:19:00+00:00
Case36,Grinding Rework,ID4528,2012-03-30 06:20:00+00:00,2012-03-30 07:45:00+00:00
Case136,Turning & Milling,ID4794,2012-03-30 07:34:00+00:00,2012-03-30 13:55:00+00:00
Case140,Round Grinding,ID4385,2012-03-30 07:54:00+00:00,2012-03-30 08:26:00+00:00
Case65,Turning & Milling,ID4794,2012-03-30 07:55:00+00:00,2012-03-30 13:54:00+00:00
Case144,Packing,ID4491,2012-03-30 08:00:00+00:00,2012-03-30 09:00:00+00:00
Case174,Packing,ID4491,2012-03-30 08:00:00+00:00,2012-03-30 09:00:00+00:00
Case99,Packing,ID4820,2012-03-30 08:00:00+00:00,2012-03-30 09:00:00+00:00
Case140,Packing,ID4820,2012-03-30 08:00:00+00:00,2012-03-30 09:00:00+00:00
Case135,Turning & Milling,ID4932,2012-03-30 08:01:00+00:00,2012-03-30 13:45:00+00:00
Case80,Round Grinding,ID4385,2012-03-30 08:27:00+00:00,2012-03-30 11:35:00+00:00
Case80,Round Grinding,ID4445,2012-03-30 09:00:00+00:00,2012-03-30 14:30:00+00:00
Case134,Turning & Milling,ID4167,2012-03-30 13:45:00+00:00,2012-03-30 19:25:00+00:00
Case135,Turning & Milling,ID4167,2012-03-30 13:45:00+00:00,2012-03-30 19:27:00+00:00
Case80,Round Grinding,ID4355,2012-03-30 13:51:00+00:00,2012-03-30 19:23:00+00:00
Case135,Turning & Milling Q.C.,ID4493,2012-03-30 14:11:00+00:00,2012-03-30 15:11:00+00:00
Case5,Turning & Milling,ID0997,2012-03-30 14:17:00+00:00,2012-03-30 19:14:00+00:00
Case136,Turning & Milling Q.C.,ID4618,2012-03-30 14:36:00+00:00,2012-03-30 15:21:00+00:00
Case107,Turning & Milling,ID4132,2012-03-30 14:36:00+00:00,2012-03-30 19:47:00+00:00
Case36,Grinding Rework,ID4872,2012-03-30 15:00:00+00:00,2012-03-30 19:45:00+00:00
Case140,Final Inspection Q.C.,ID4493,2012-03-30 15:12:00+00:00,2012-03-30 17:03:00+00:00
Case174,Final Inspection Q.C.,ID4287,2012-03-30 16:40:00+00:00,2012-03-30 18:17:00+00:00
Case144,Final Inspection Q.C.,ID4493,2012-03-30 16:56:00+00:00,2012-03-30 17:57:00+00:00
Case65,Turning & Milling,ID0937,2012-03-30 17:00:00+00:00,2012-03-30 20:00:00+00:00
Case118,Turning & Milling Q.C.,ID4287,2012-03-30 18:18:00+00:00,2012-03-30 19:41:00+00:00
Case137,Turning & Milling Q.C.,ID4163,2012-03-30 18:55:00+00:00,2012-03-30 19:50:00+00:00
Case5,Turning & Milling,ID0997,2012-03-30 19:14:00+00:00,2012-03-30 19:43:00+00:00
Case80,Round Grinding,ID4445,2012-03-31 06:00:00+00:00,2012-03-31 09:00:00+00:00
Case134,Turning & Milling,ID4932,2012-03-31 07:43:00+00:00,2012-03-31 13:45:00+00:00
